Synonym	Start	Stop	Strand	Name	Synonym	Product	CS1	CS2	CS3	CS4	CS5	CS6	CS7	CS8	CS9	CS10	CS11	CS12	CS13	CS14	CS15	CS16	CS17	CS18	CS19	CS20	CS21	CS22	CS23	CS24	CS25	CS26	Entry	Entry name	Protein names	Gene names	Pathway	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Cross-reference (GeneID)	EC number	Cross-reference (STRING)	Cross-reference (KEGG)	Cross-reference (UniPathway)
b2609	2746185	2745937	-	rpsP	b2609	30S ribosomal subunit protein S16	0	156	121	23	72	0	0	127	0	87	0	158	30	0	86	277	0	17	134	144	72	0	0	0	0	0	P0A7T3	RS16_ECOLI	30S ribosomal protein S16 (Small ribosomal subunit protein bS16)	rpsP b2609 JW2590		ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	cytosolic small ribosomal subunit [GO:0022627]; small ribosomal subunit [GO:0015935]	endodeoxyribonuclease activity [GO:0004520]; four-way junction DNA binding [GO:0000400]; structural constituent of ribosome [GO:0003735]	52077883;947103;		511145.b2609;	ecj:JW2590;eco:b2609;	
b2610	2747795	2746434	-	ffh	b2610	Signal Recognition Particle (SRP) component with 4.5S RNA (ffs)	27	0	28	0	30	33	56	29	27	27	53	105	9	0	114	0	41	0	56	41	0	0	0	0	0	101	P0AGD7	SRP54_ECOLI	Signal recognition particle protein (Fifty-four homolog) (Ffh) (p48)	ffh b2610 JW5414		protein targeting to membrane [GO:0006612]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]	cytosol [GO:0005829]; ribonucleoprotein complex [GO:1990904]; signal recognition particle [GO:0048500]	7S RNA binding [GO:0008312]; GTPase activity [GO:0003924]; GTP binding [GO:0005525]	52077884;947102;		511145.b2610;	ecj:JW5414;eco:b2610;	
b2611	2747962	2748753	+	ypjD	b2611	cytochrome c assembly protein family inner membrane protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P64432	YPJD_ECOLI	Inner membrane protein YpjD	ypjD b2611 JW2592		cytochrome complex assembly [GO:0017004]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	heme binding [GO:0020037]	49583551;947098;		511145.b2611;	ecj:JW2592;eco:b2611;	
b2614	2750708	2750115	-	grpE	b2614	heat shock protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	106	0	124	P09372	GRPE_ECOLI	Protein GrpE (HSP-70 cofactor) (HSP24) (Heat shock protein B25.3)	grpE b2614 JW2594		protein-containing complex assembly [GO:0065003]; protein folding [GO:0006457]; response to heat [GO:0009408]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; protein-containing complex [GO:0032991]	adenyl-nucleotide exchange factor activity [GO:0000774]; chaperone binding [GO:0051087]; protein domain specific binding [GO:0019904]; protein homodimerization activity [GO:0042803]; unfolded protein binding [GO:0051082]	947097;		511145.b2614;	ecj:JW2594;eco:b2614;	
b2615	2750831	2751709	+	nadK	b2615	NAD kinase	0	7	0	0	40	0	0	0	0	7	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P0A7B3	NADK_ECOLI	NAD kinase (EC 2.7.1.23) (ATP-dependent NAD kinase)	nadK yfjB yfjE b2615 JW2596		NAD metabolic process [GO:0019674]; NADP biosynthetic process [GO:0006741]	cytosol [GO:0005829]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; NAD+ kinase activity [GO:0003951]; NAD binding [GO:0051287]	52077888;947092;	2.7.1.23	511145.b2615;	ecj:JW2596;eco:b2615;	
b2616	2751795	2753456	+	recN	b2616	recombination and repair protein	0	0	0	22	0	0	0	0	27	5	0	22	0	0	0	0	0	0	33	0	0	0	0	0	0	0	P05824	RECN_ECOLI	DNA repair protein RecN (Recombination protein N)	recN radB b2616 JW5416		cellular response to DNA damage stimulus [GO:0006974]; double-strand break repair [GO:0006302]; double-strand break repair via homologous recombination [GO:0000724]; recombinational interstrand cross-link repair [GO:0036298]; recombinational repair [GO:0000725]; response to ionizing radiation [GO:0010212]; response to radiation [GO:0009314]; response to UV [GO:0009411]; response to X-ray [GO:0010165]; SOS response [GO:0009432]	bacterial nucleoid [GO:0043590]; cytosol [GO:0005829]	ATP binding [GO:0005524]	947105;		511145.b2616;	ecj:JW5416;eco:b2616;	
b2617	2753605	2753946	+	bamE	b2617	lipoprotein component of BamABCDE OM biogenesis complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P0A937	BAME_ECOLI	Outer membrane protein assembly factor BamE	bamE smpA b2617 JW2598		Gram-negative-bacterium-type cell outer membrane assembly [GO:0043165]; protein insertion into membrane [GO:0051205]; response to antibiotic [GO:0046677]	Bam protein complex [GO:1990063]; integral component of cell outer membrane [GO:0045203]; membrane [GO:0016020]	identical protein binding [GO:0042802]; protein-macromolecule adaptor activity [GO:0030674]	49583546;945583;		511145.b2617;	ecj:JW2598;eco:b2617;	
b2618	2754298	2754008	-	ratB	b2618	UPF0125 family protein	0	0	0	0	0	0	0	0	0	56	89	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	P52119	RATB_ECOLI	UPF0125 protein RatB	ratB pasI yfjF b2618 JW2599					48134443;945078;		511145.b2618;	ecj:JW2599;eco:b2618;	
b2619	2754764	2754288	-	ratA	b2619	toxic UPF0083 family protein inhibitor of 70S ribosome formation	0	0	0	0	0	0	0	0	0	31	5	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	P0AGL5	RATA_ECOLI	Ribosome association toxin RatA (Toxin RatA)	ratA pasT yfjG b2619 JW2600		negative regulation of translational initiation [GO:0045947]		ribosomal large subunit binding [GO:0043023]	48109324;945614;		511145.b2619;	ecj:JW2600;eco:b2619;	
b2620	2754896	2755378	+	smpB	b2620	trans-translation protein	0	0	0	0	0	0	0	0	0	0	0	0	113	37	0	75	125	105	58	0	0	0	0	0	0	0	P0A832	SSRP_ECOLI	SsrA-binding protein (Small protein B)	smpB smqB b2620 JW2601		trans-translation [GO:0070929]; trans-translation-dependent protein tagging [GO:0070930]	cytosol [GO:0005829]	RNA binding [GO:0003723]	52077893;947296;		511145.b2620;	ecj:JW2601;eco:b2620;	
b2622	2756159	2757400	+	intA	b2622	CP4-57 prophage; integrase	0	0	0	0	26	0	0	27	0	0	0	0	0	0	0	0	52	49	15	0	0	20	0	0	0	0	P32053	INTA_ECOLI	Prophage integrase IntA (Prophage CP4-57 integrase SlpA)	intA intX slpA b2622 JW2602		provirus excision [GO:0032359]; viral entry into host cell [GO:0046718]; viral genome integration into host DNA [GO:0044826]		DNA binding [GO:0003677]; prophage integrase activity [GO:0008979]	946160;		511145.b2622;	ecj:JW2602;eco:b2622;	
b2623	2758600	2757644	-	yfjH	b2623	CP4-57 prophage; uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P52123	YFJH_ECOLI	Uncharacterized protein YfjH	yfjH b2623 JW2603					946123;		511145.b2623;	ecj:JW2603;eco:b2623;	
b2624	2758644	2758856	+	alpA	b2624	CP4-57 prophage; DNA-binding transcriptional activator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P33997	ALPA_ECOLI	DNA-binding transcriptional activator AlpA (Prophage CP4-57 regulatory protein AlpA)	alpA alp b2624 JW2604		positive regulation of transcription, DNA-templated [GO:0045893]		DNA binding [GO:0003677]	946758;		511145.b2624;	ecj:JW2604;eco:b2624;	
b2625	2758985	2760394	+	yfjI	b2625	CP4-57 prophage; uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P52124	YFJI_ECOLI	Protein YfjI	yfjI b2625 JW2605			cytosol [GO:0005829]		944764;		511145.b2625;	ecj:JW2605;eco:b2625;	
b2626	2760547	2761173	+	yfjJ	b2626	CP4-57 prophage; uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P52125	YFJJ_ECOLI	Uncharacterized protein YfjJ	yfjJ b2626 JW2607					947112;		511145.b2626;	ecj:JW2607;eco:b2626;	
b2627	2763540	2761351	-	yfjK	b2627	DEAD/H helicase-like protein, CP4-57 putative defective prophage	24	0	5	0	0	0	0	0	0	0	17	0	0	16	24	17	0	0	0	23	0	0	0	0	0	0	P52126	YFJK_ECOLI	Uncharacterized protein YfjK	yfjK b2627 JW2608		defense response to virus [GO:0051607]; response to ionizing radiation [GO:0010212]			947111;		511145.b2627;	ecj:JW2608;eco:b2627;	
b2628	2765153	2763537	-	yfjL	b2628	CP4-57 putative defective prophage, DUF4297/DUF1837 polymorphic toxin family protein	0	0	0	0	0	0	0	0	0	27	17	27	0	32	0	0	0	0	0	0	0	31	45	0	0	0	P52127	YFJL_ECOLI	Uncharacterized protein YfjL	yfjL b2628 JW2609		defense response to virus [GO:0051607]			947110;		511145.b2628;	ecj:JW2609;eco:b2628;	
b2629	2765776	2765513	-	yfjM	b2629	CP4-57 prophage; uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	P52128	YFJM_ECOLI	Uncharacterized protein YfjM	yfjM b2629 JW2610					947108;		511145.b2629;	ecj:JW2610;eco:b2629;	
b2630	2765918	2766991	+	rnlA	b2630	CP4-57 prophage; RNase LS	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	21	0	117	P52129	RNLA_ECOLI	mRNA endoribonuclease toxin LS (EC 3.1.-.-) (RNase LS) (Toxin LS)	rnlA std yfjN b2630 JW2611		defense response to virus [GO:0051607]; mRNA catabolic process [GO:0006402]	cytoplasm [GO:0005737]	endoribonuclease activity [GO:0004521]	947107;	3.1.-.-	511145.b2630;	ecj:JW2611;eco:b2630;	
b2631	2766984	2767355	+	rnlB	b2631	CP4-57 prophage; uncharacterized protein	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	P52130	RNLB_ECOLI	Antitoxin RnlB	rnlB yfjO b2631 JW5418		negative regulation of endoribonuclease activity [GO:0060702]			947113;		511145.b2631;	ecj:JW5418;eco:b2631;	
b2632	2767710	2768573	+	yfjP	b2632	CP4-57 prophage; 50S ribosome-binding GTPase family protein	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P52131	YFJP_ECOLI	Uncharacterized protein YfjP	yfjP b2632 JW5419		tRNA methylation [GO:0030488]; tRNA wobble uridine modification [GO:0002098]	cytoplasm [GO:0005737]; cytosol [GO:0005829]	GTP binding [GO:0005525]	947124;		511145.b2632;	ecj:JW5419;eco:b2632;	
b2633	2768665	2769486	+	yfjQ	b2633	CP4-57 prophage; uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P52132	YFJQ_ECOLI	UPF0380 protein YfjQ	yfjQ b2633 JW2614					947127;		511145.b2633;	ecj:JW2614;eco:b2633;	
b2634	2769703	2770404	+	yfjR	b2634	CP4-57 prophage; putative DNA-binding transcriptional regulator	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	74	0	0	0	0	0	0	0	P52133	YFJR_ECOLI	Uncharacterized HTH-type transcriptional regulator YfjR	yfjR b2634 JW2615		regulation of single-species biofilm formation [GO:1900190]		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	947309;		511145.b2634;	ecj:JW2615;eco:b2634;	
b2635	2770445	2770681	+	ypjK	b2635	CP4-57 prophage; putative inner membrane protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P52134	YPJK_ECOLI	Uncharacterized protein YpjK	ypjK b2635 JW5888					2847710;		511145.b2635;	ecj:JW5888;eco:b2635;	
b2636	2770681	2771124	+	yfjS	b2636	CP4-57 prophage; uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O52982	YFJS_ECOLI	Lipoprotein YfjS	yfjS b2636 JW5921			plasma membrane [GO:0005886]		945668;		511145.b2636;	ecj:JW5921;eco:b2636;	
b2637	2771148	2771615	+	yfjT	b2637	CP4-57 prophage; putative periplasmic protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	155	0	P52135	YFJT_ECOLI	Uncharacterized protein YfjT	yfjT b2637 JW2618					947616;		511145.b2637;	ecj:JW2618;eco:b2637;	
b2642	2773318	2775021	+	yfjW	b2642	CP4-57 prophage; putative inner membrane protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P52138	YFJW_ECOLI	Uncharacterized protein YfjW	yfjW b2642 JW2623			integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		947128;			ecj:JW2623;eco:b2642;	
b2643	2775919	2776377	+	yfjX	b2643	CP4-57 prophage; putative antirestriction protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P52139	YFJX_ECOLI	Uncharacterized protein YfjX	yfjX b2643 JW2624					947126;		511145.b2643;	ecj:JW2624;eco:b2643;	
b2644	2776386	2776868	+	yfjY	b2644	CP4-57 prophage; putative DNA repair protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P52140	YFJY_ECOLI	UPF0758 protein YfjY	yfjY b2644 JW2625				metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]	947125;		511145.b2644;	ecj:JW2625;eco:b2644;	
b2645	2777115	2777432	+	yfjZ	b2645	CP4-57 prophage; antitoxin of the YpjF-YfjZ toxin-antitoxin system	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P52141	YFJZ_ECOLI	Antitoxin YfjZ	yfjZ b2645 JW2626		positive regulation of cytoskeleton organization [GO:0051495]			947123;		511145.b2645;	ecj:JW2626;eco:b2645;	
b2646	2777453	2777782	+	ypjF	b2646	CP4-57 prophage; toxin of the YpjF-YfjZ toxin-antitoxin system	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q46953	YPJF_ECOLI	Toxin YpjF	ypjF b2646 JW2627					947131;		511145.b2646;	ecj:JW2627;eco:b2646;	
b2647	2782726	2778146	-	ypjA	b2647	adhesin-like autotransporter	0	11	0	0	0	12	0	0	20	12	7	0	0	0	0	0	0	0	6	0	0	0	0	0	7	4	P52143	YPJA_ECOLI	Uncharacterized outer membrane protein YpjA	ypjA b2647 JW5422			cell outer membrane [GO:0009279]; integral component of membrane [GO:0016021]		948630;		511145.b2647;	ecj:JW5422;eco:b2647;	
b2659	2788985	2789962	+	csiD	b2659	carbon starvation protein	900	436	202	359	115	27	10	206	977	142	0	0	60	0	147	0	0	0	138	0	82	0	0	0	0	78	P76621	GLAH_ECOLI	Glutarate 2-hydroxylase (G-2-H) (EC 1.14.11.64) (Carbon starvation induced protein D)	glaH csiD gab ygaT b2659 JW5427	PATHWAY: Amino-acid degradation. {ECO:0000269|PubMed:30498244}.	L-lysine catabolic process [GO:0019477]; protein homotetramerization [GO:0051289]; response to carbon starvation [GO:0090549]		dioxygenase activity [GO:0051213]; ferrous iron binding [GO:0008198]; identical protein binding [GO:0042802]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, with 2-oxoglutarate as one donor, and the other dehydrogenated [GO:0050498]	948076;	1.14.11.64	511145.b2659;	ecj:JW5427;eco:b2659;	
b2660	2789982	2791250	+	lhgO	b2660	L-2-hydroxyglutarate oxidase	262	117	67	88	0	17	42	0	172	56	0	0	22	0	32	0	0	0	18	0	43	0	0	0	0	0	P37339	LHGD_ECOLI	L-2-hydroxyglutarate dehydrogenase (L2HG dehydrogenase) (EC 1.1.5.13) (L2HG:quinone oxidoreductase)	lhgD lhgO ygaF b2660 JW2635	PATHWAY: Amino-acid degradation. {ECO:0000305|PubMed:30498244}.	L-lysine catabolic process [GO:0019477]; lysine catabolic process [GO:0006554]	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]	(S)-2-hydroxy-acid oxidase activity [GO:0003973]; 2-hydroxyglutarate dehydrogenase activity [GO:0047545]; flavin adenine dinucleotide binding [GO:0050660]; L-2-hydroxyglutarate oxidase activity [GO:0034419]; oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor [GO:0016901]	948069;	1.1.5.13	511145.b2660;	ecj:JW2635;eco:b2660;	
b2661	2791273	2792721	+	gabD	b2661	succinate-semialdehyde dehydrogenase I, NADP-dependent	354	223	37	112	149	150	36	30	420	0	0	29	61	18	241	0	0	52	74	0	77	0	0	0	0	0	P25526	GABD_ECOLI	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD (SSDH) (EC 1.2.1.79) (Glutarate-semialdehyde dehydrogenase) (EC 1.2.1.-)	gabD b2661 JW2636	PATHWAY: Amino-acid degradation; 4-aminobutanoate degradation. {ECO:0000305|PubMed:7011797}.; PATHWAY: Amino-acid degradation. {ECO:0000305|PubMed:30498244}.	gamma-aminobutyric acid catabolic process [GO:0009450]; nitrogen compound metabolic process [GO:0006807]; protein homotetramerization [GO:0051289]		glutarate-semialdehyde dehydrogenase (NADP+) activity [GO:0102810]; NADP binding [GO:0050661]; succinate-semialdehyde dehydrogenase (NAD+) activity [GO:0004777]; succinate-semialdehyde dehydrogenase (NADP+) activity [GO:0036243]; succinate-semialdehyde dehydrogenase [NAD(P)+] activity [GO:0009013]	948060;	1.2.1.79; 1.2.1.-	511145.b2661;	ecj:JW2636;eco:b2661;	UPA00733
b2662	2792735	2794015	+	gabT	b2662	4-aminobutyrate aminotransferase, PLP-dependent	329	261	266	609	87	242	94	252	617	94	0	0	198	26	130	0	0	0	282	0	21	0	0	0	0	0	P22256	GABT_ECOLI	4-aminobutyrate aminotransferase GabT (EC 2.6.1.19) (5-aminovalerate transaminase) (EC 2.6.1.48) (GABA aminotransferase) (GABA-AT) (Gamma-amino-N-butyrate transaminase) (GABA transaminase) (Glutamate:succinic semialdehyde transaminase) (L-AIBAT)	gabT b2662 JW2637	PATHWAY: Amino-acid degradation; 4-aminobutanoate degradation. {ECO:0000269|PubMed:12446648}.; PATHWAY: Amino-acid degradation. {ECO:0000305|PubMed:30498244}.	arginine biosynthetic process via ornithine [GO:0042450]; gamma-aminobutyric acid catabolic process [GO:0009450]	cytosol [GO:0005829]	4-aminobutyrate:2-oxoglutarate transaminase activity [GO:0034386]; 4-aminobutyrate transaminase activity [GO:0003867]; 5-aminovalerate transaminase activity [GO:0047589]; N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity [GO:0003992]; pyridoxal phosphate binding [GO:0030170]	948067;	2.6.1.19; 2.6.1.48	511145.b2662;	ecj:JW2637;eco:b2662;	UPA00733
b2663	2794253	2795653	+	gabP	b2663	gamma-aminobutyrate transporter	112	0	0	78	0	32	7	58	31	19	0	0	19	44	15	0	6	0	49	0	0	0	0	5	0	0	P25527	GABP_ECOLI	GABA permease (4-amino butyrate transport carrier) (Gamma-aminobutyrate permease)	gabP b2663 JW2638	PATHWAY: Amino-acid degradation; 4-aminobutanoate degradation.	cellular response to DNA damage stimulus [GO:0006974]; cellular response to nitrogen starvation [GO:0006995]; gamma-aminobutyric acid catabolic process [GO:0009450]; gamma-aminobutyric acid transport [GO:0015812]; response to carbon starvation [GO:0090549]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	gamma-aminobutyric acid transmembrane transporter activity [GO:0015185]; secondary active transmembrane transporter activity [GO:0015291]	948049;		511145.b2663;	ecj:JW2638;eco:b2663;	UPA00733
b2664	2795674	2796336	+	csiR	b2664	transcriptional repressor of csiD	34	0	1	0	30	0	0	0	72	35	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	P37338	GLAR_ECOLI	HTH-type transcriptional repressor GlaR (Carbon starvation induced regulator) (GlaH operon repressor)	glaR csiR gabC ygaE b2664 JW2639		negative regulation of DNA-templated transcription, initiation [GO:2000143]; regulation of transcription, DNA-templated [GO:0006355]	cytoplasm [GO:0005737]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	48726523;948055;		511145.b2664;	ecj:JW2639;eco:b2664;	
b2665	2796786	2796337	-	ygaU	b2665	uncharacterized protein	0	0	0	61	0	52	0	0	0	0	0	0	0	61	68	0	0	0	35	0	56	0	0	0	0	0	P0ADE6	KBP_ECOLI	Potassium binding protein Kbp (K(+) binding protein Kbp)	kbp ygaU yzzM b2665 JW2640		response to potassium ion [GO:0035864]	cytoplasm [GO:0005737]	potassium ion binding [GO:0030955]	49583473;947144;		511145.b2665;	ecj:JW2640;eco:b2665;	
b2666	2797028	2796870	-	yqaE	b2666	cyaR sRNA-regulated protein	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	102	0	0	0	0	0	0	0	0	0	P0AE42	YQAE_ECOLI	UPF0057 membrane protein YqaE	yqaE b2666 JW2641		response to antibiotic [GO:0046677]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		52077902;947138;		511145.b2666;	ecj:JW2641;eco:b2666;	
b2667	2797211	2797510	+	ygaV	b2667	tributyltin-inducible repressor of ygaVP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P77295	YGAV_ECOLI	Probable HTH-type transcriptional regulator YgaV	ygaV b2667 JW2642		regulation of transcription, DNA-templated [GO:0006355]		DNA-binding transcription factor activity [GO:0003700]; transcription regulatory region sequence-specific DNA binding [GO:0000976]	49583471;947136;		511145.b2667;	ecj:JW2642;eco:b2667;	
b2668	2797520	2798044	+	ygaP	b2668	DUF2892 family inner membrane rhodanese	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P55734	YGAP_ECOLI	Inner membrane protein YgaP	ygaP b2668 JW2643			integral component of plasma membrane [GO:0005887]	thiosulfate sulfurtransferase activity [GO:0004792]	947135;		511145.b2668;	ecj:JW2643;eco:b2668;	
b2669	2798495	2798091	-	stpA	b2669	DNA binding protein, nucleoid-associated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P0ACG1	STPA_ECOLI	DNA-binding protein StpA (H-NS homolog StpA)	stpA hnsB b2669 JW2644		gene silencing [GO:0016458]	cytosol [GO:0005829]; nucleoid [GO:0009295]; protein-DNA complex [GO:0032993]	AT DNA binding [GO:0003680]; bent DNA binding [GO:0003681]; DNA binding [GO:0003677]; DNA-binding transcription repressor activity [GO:0001217]; protein dimerization activity [GO:0046983]; RNA binding [GO:0003723]; transcription regulatory region sequence-specific DNA binding [GO:0000976]	48726518;947130;		511145.b2669;	ecj:JW2644;eco:b2669;	
b2670	2799164	2799613	+	alaE	b2670	alanine exporter, alanine-inducible, stress-responsive	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	53	0	0	0	0	0	0	0	0	0	0	P64550	ALAE_ECOLI	L-alanine exporter AlaE	alaE ygaW b2670 JW2645		amino acid export across plasma membrane [GO:0032973]; L-alanine transport [GO:0015808]	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]	L-amino acid efflux transmembrane transporter activity [GO:0034639]; solute:proton antiporter activity [GO:0015299]	48134348;947147;		511145.b2670;	ecj:JW2645;eco:b2670;	
b2671	2799994	2799650	-	ygaC	b2671	uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P0AD53	YGAC_ECOLI	Uncharacterized protein YgaC	ygaC b2671 JW2646					49583467;947156;		511145.b2671;	ecj:JW2646;eco:b2671;	
b2672	2800146	2800475	+	ygaM	b2672	DUF883 family protein, putative membrane-anchored ribosome-binding protein	0	0	0	0	0	0	0	116	179	0	0	0	0	0	18	0	0	0	0	0	160	0	0	163	0	0	P0ADQ7	YGAM_ECOLI	Uncharacterized protein YgaM	ygaM b2672 JW2647			cytosol [GO:0005829]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ribosome binding [GO:0043022]	49583466;947157;		511145.b2672;	ecj:JW2647;eco:b2672;	
b2673	2800723	2800968	+	nrdH	b2673	hydrogen donor for NrdEF electron transport system; glutaredoxin-like protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P0AC65	NRDH_ECOLI	Glutaredoxin-like protein NrdH	nrdH ygaN b2673 JW2648		cell redox homeostasis [GO:0045454]; positive regulation of oxidoreductase activity [GO:0051353]		electron transfer activity [GO:0009055]; protein disulfide oxidoreductase activity [GO:0015035]	49583463;947161;		511145.b2673;	ecj:JW2648;eco:b2673;	
b2674	2800965	2801375	+	nrdI	b2674	NrdEF cluster assembly flavodoxin	0	15	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	45	0	101	0	0	0	0	0	P0A772	NRDI_ECOLI	Protein NrdI	nrdI ygaO b2674 JW2649		cellular protein modification process [GO:0006464]		FMN binding [GO:0010181]	48109300;947158;		511145.b2674;	ecj:JW2649;eco:b2674;	
b2675	2801348	2803492	+	nrdE	b2675	ribonucleoside-diphosphate reductase 2, alpha subunit	0	36	0	0	0	0	16	0	0	13	0	0	0	0	9	0	0	0	32	0	2	0	0	0	23	0	P39452	RIR3_ECOLI	Ribonucleoside-diphosphate reductase 2 subunit alpha (EC 1.17.4.1) (R1E protein) (Ribonucleotide reductase 2)	nrdE b2675 JW2650	PATHWAY: Genetic information processing; DNA replication.	deoxyribonucleotide biosynthetic process [GO:0009263]; DNA replication [GO:0006260]; nucleobase-containing small molecule interconversion [GO:0015949]	cytoplasm [GO:0005737]; ribonucleoside-diphosphate reductase complex [GO:0005971]	ATP binding [GO:0005524]; ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor [GO:0004748]	947155;	1.17.4.1	511145.b2675;	ecj:JW2650;eco:b2675;	UPA00326
b2676	2803502	2804461	+	nrdF	b2676	ribonucleoside-diphosphate reductase 2, beta subunit, ferritin-like protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P37146	RIR4_ECOLI	Ribonucleoside-diphosphate reductase 2 subunit beta (EC 1.17.4.1) (R2F protein) (Ribonucleotide reductase 2)	nrdF ygaD b2676 JW2651	PATHWAY: Genetic information processing; DNA replication.	deoxyribonucleotide biosynthetic process [GO:0009263]; DNA replication [GO:0006260]	cytoplasm [GO:0005737]; ribonucleoside-diphosphate reductase complex [GO:0005971]	iron ion binding [GO:0005506]; manganese ion binding [GO:0030145]; ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor [GO:0004748]	947149;	1.17.4.1	511145.b2676;	ecj:JW2651;eco:b2676;	UPA00326
b2677	2804815	2806017	+	proV	b2677	glycine betaine transporter subunit	0	0	0	0	0	0	0	29	0	0	0	0	21	0	88	116	89	0	0	0	22	0	0	0	0	0	P14175	PROV_ECOLI	Glycine betaine/proline betaine transport system ATP-binding protein ProV	proV b2677 JW2652		amino acid transport [GO:0006865]; glycine betaine transport [GO:0031460]; hyperosmotic response [GO:0006972]	ATP-binding cassette (ABC) transporter complex [GO:0043190]	amine transmembrane transporter activity [GO:0005275]; ATPase activity [GO:0016887]; ATP binding [GO:0005524]; osmosensor activity [GO:0005034]	48134357;947148;		511145.b2677;	ecj:JW2652;eco:b2677;	
